,Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),Total time (s),RUL
47,192.0,28237.08183635882,34739.40713614099,4.08,3.349,25622.604042579926,30738.87638518156,25498.911656302123,824610.3853895137,908.0
48,197.0,9161.87636989755,11675.235390992239,4.048,3.49,13401.437803849756,15536.010458978608,30134.484734779027,903473.7424459623,907.0
49,205.0,9083.103663404481,841.9994703790805,4.011,3.538,7642.812256264891,9799.290566687825,16971.699707405016,609778.9644868372,903.0
50,206.0,9825.224815526319,11207.7047927321,3.996,3.326,11113.537563732394,26647.47910323229,28577.863532573545,388983.1708535822,896.0
51,208.0,3648.8146212179377,2077.1325697390675,4.013,3.471,3689.5175935037046,9663.832735553533,23920.746707088954,537907.6772917418,894.0
52,212.0,13615.454992981324,52378.032329270645,4.053,3.45,13827.217324171057,39839.639063572075,44505.589588028335,742421.9650762543,892.0
53,217.0,471.38111854373005,216.80902945853563,4.005,3.312,-113.58400001004338,5.98,5.98,454306.2817171801,885.0
54,219.0,8434.870484519146,21837.936109219136,3.986,3.437,15200.776093660888,22908.851009710237,28531.095121871127,801600.937317745,884.0
55,220.0,2624.7267400286796,31824.911679959172,3.965,3.518,1116.5383385201708,5.98,5.98,470630.78869846824,882.0
56,222.0,296.89482065206624,1744.017914824034,3.963,3.427,-113.58400001004338,5.98,5.98,32386.45442483049,871.0
57,234.0,9936.753307169112,8317.846893353242,3.998,3.383,10309.357862498759,22563.331939535234,29700.686623884547,688009.7053744987,867.0
58,239.0,11035.191049503122,7654.692872614236,3.993,3.433,12049.65611105939,21005.946013946857,27675.055228710786,583405.2487400828,865.0
59,242.0,18990.509694900706,22333.801295340632,4.051,3.577,13730.25881338996,50845.65619758655,53307.194207505396,933409.528351175,858.0
60,244.0,27695.924547132352,13089.187075240188,4.037,3.323,20429.89980204898,48837.751690710415,59777.04594417139,868953.9536909044,843.0
61,262.0,2603.3857950819547,11378.27277255516,3.998,3.541,-113.58400001004338,2217.2068632318424,7633.0602008871265,368935.8873458096,839.0
62,266.0,31637.36506942856,14618.156321545059,4.03,3.439,21215.748393958114,56350.09099328393,56310.786280820765,923231.6128613021,835.0
63,269.0,11890.717478499366,23260.110545820167,3.998,3.443,13145.722663830518,34568.31383888294,42733.376206240115,723478.8597859504,829.0
64,273.0,14264.511294603828,310.00076425310965,4.049,3.493,20373.091590860215,32754.11711204717,33079.99048721538,928423.0343529537,828.0
65,277.0,8811.118239959478,11432.186978273392,3.96,3.398,13175.073288593285,17641.80546926649,16073.291196628401,571434.7717252844,826.0
66,282.0,1508.222930277972,982.579296204845,3.894,3.598,-113.58400001004338,5.98,5.98,137037.30087785755,824.0
67,284.0,269.5464482467712,12300.988491051045,3.913,3.635,-113.58400001004338,5.98,5.98,151541.64554808728,814.0
68,292.0,1942.1101040026665,19819.978469595153,3.964,3.514,1643.475242440858,3671.956801912572,1273.907697561188,714155.5316871486,809.0
69,298.0,4767.785385685135,41168.95697277008,3.974,3.37,6755.439096223955,23857.84571759905,15718.232189493989,327296.49343824387,807.0
70,304.0,4057.272273946344,13853.911685661009,3.953,3.461,7126.079424607155,5496.313321706436,11621.12649797244,466622.1625075768,806.0
71,305.0,12374.862428913048,8304.49335475854,3.984,3.515,18316.750188268154,39948.8060197131,60987.826832057835,868517.6359772419,796.0
72,308.0,2094.646264975266,2995.569045638424,3.949,3.588,1514.4660385331495,5.98,1683.312059862561,429782.69944490766,790.0
73,311.0,5915.000242566582,12051.306378741829,3.996,3.511,12936.102126906431,6440.566051053694,13827.111091968305,654719.605534602,783.0
74,315.0,7918.551347920663,5595.008235564734,3.999,3.459,12449.463512025628,33279.44332951707,36363.3598518093,695776.4525311107,776.0
75,323.0,2488.288634116666,6232.246538161137,3.96,3.476,7431.328149875946,5092.641685897173,8964.618854642873,107952.98015554051,769.0
76,344.0,496.8491491662022,2705.3348778144573,3.973,3.579,-113.58400001004338,5.98,5.98,359513.7710824755,767.0
77,345.0,793.336050424269,4604.431754691466,3.989,3.621,-113.58400001004338,5.98,5.98,767203.7730031536,756.0
78,353.0,2517.403967101717,372.38458333586607,3.981,3.575,4154.643827816278,5.98,3827.187986853174,630717.6219873969,749.0
79,363.0,17963.72185612842,15441.19684609002,4.059,3.466,13247.755424635498,37385.417374882614,41631.15532043682,763010.7386919702,739.0
80,369.0,20650.576967278255,17999.869226054427,4.036,3.492,14096.441262597205,40620.610123258084,49039.81189900675,823317.4917104094,733.0
81,373.0,16243.124950811309,13834.772283830971,4.049,3.534,16409.718164649265,20952.345324612557,18131.743774694223,801134.5915508138,732.0
82,377.0,7975.269440609935,10316.97656998249,3.939,3.564,6372.364767714897,36242.91355498472,41096.7027563106,921757.3663069749,726.0
83,382.0,8927.183770506454,9984.459746219727,3.946,3.514,9998.160192183124,44911.12664482907,56146.93768579118,910828.4874407662,725.0
84,387.0,7665.569688281767,999.8211188941849,3.944,3.482,12445.783726641592,39327.75996577075,36088.332310003425,208402.8549402509,721.0
85,388.0,12124.837351296654,11648.183149625002,3.969,3.433,14214.539837746379,24394.8570253107,24166.048388219126,871211.382877837,711.0
86,391.0,7955.568916306101,15843.353507712756,3.967,3.576,5805.799636445158,30982.97065533379,34228.26378002407,765881.9292145901,708.0
87,394.0,7872.486330275971,16882.79706549087,4.042,3.507,11874.387624079925,37464.6543693469,30962.554241867576,724832.0195127337,707.0
88,404.0,17142.077290337977,35557.55553535307,4.016,3.391,19006.704001718346,47994.77825213855,52503.96301486081,433243.41786281625,696.0
89,406.0,238.93136855691267,3561.5046478789777,3.87,3.806,-113.58400001004338,5.98,5.98,575254.1679463707,693.0
90,413.0,38.43387107497304,20960.275743183076,3.87,3.493,-113.58400001004338,5.98,5.98,234891.35701078668,689.0
91,414.0,813.0983281298971,3320.8215247532016,3.963,3.421,-113.58400001004338,5.98,5.98,237266.59574892488,688.0
92,422.0,18875.940517623305,7325.832096855325,4.002,3.633,17336.063732286802,48165.52464932797,49157.684658201804,951275.9346938375,687.0
93,425.0,6578.4861715817115,12628.069569764953,3.934,3.485,11451.32307306366,12640.613123724675,13974.526291662996,719977.4668834236,686.0
94,426.0,1407.8274302448037,1325.6174624658086,3.914,3.464,878.9981009888347,6674.827010972191,6857.002131853203,278413.6261816742,676.0
95,442.0,4074.224277764765,14224.6461152484,3.928,3.576,7669.345594826386,20685.52895978638,24043.196158272734,745399.9209229341,672.0
96,444.0,4135.282424413076,2655.3520882705425,3.954,3.622,5772.926318889664,5.98,5.98,394623.80971980776,667.0
97,446.0,1429.606964676343,9833.900493125195,3.943,3.607,-113.58400001004338,5.98,5.98,442792.4925576719,662.0
98,447.0,4105.876254098356,15865.028323477265,3.942,3.578,7874.371551746228,8431.283354207626,8871.85549407023,757790.9218311015,658.0
99,451.0,6429.48134974369,12764.049009208473,3.954,3.509,13207.509101878763,9997.972913854255,26778.762745731772,807802.8233333166,652.0
100,453.0,870.9421834451424,17880.545072930425,3.884,3.618,3414.402407477406,5.98,5.98,455558.69949689816,651.0
101,460.0,1294.9343629789598,16945.51093453749,3.933,3.492,997.4202447480889,5.98,5.98,515139.1423425557,648.0
102,461.0,1787.640525956745,22831.958587215053,3.883,3.537,4161.507996606154,830.2655669209262,7954.086323870458,619771.209617603,632.0
103,478.0,14475.325327157769,19767.774194093803,3.957,3.486,16431.322788482623,30180.54151951322,43194.724300858055,842048.8614191965,627.0
104,483.0,1127.7903965022017,6996.8040045332245,3.934,3.59,1942.586399894792,554.5935293633402,2864.1189434833514,779747.3956441841,623.0
105,485.0,2318.09868497132,4033.808901646128,3.937,3.517,5315.206859334353,12771.221867551678,11564.262387390012,556631.6659598779,622.0
106,488.0,8373.917374493029,11973.517213650648,4.001,3.572,15830.339702361902,12056.3916908494,14991.490096697598,924994.5156859952,619.0
107,492.0,2204.71863105303,12063.156643932307,3.91,3.518,3917.93953309961,1646.754574990091,6484.385496883066,627050.8989739491,613.0
108,495.0,11609.288055853174,4477.82979707672,3.936,3.527,14527.107782297498,44113.84253700041,50426.81372657695,641683.933240452,612.0
109,498.0,6358.773859274391,1276.0136274710662,3.96,3.582,9587.430514849653,5320.772750779864,5.98,381867.0685918896,601.0
110,503.0,6011.987228007701,68.42973515364429,3.908,3.693,7731.780115659518,6916.494600691224,11609.862476677978,916036.9483053797,595.0
111,509.0,24056.53165051904,18304.735865026563,3.968,3.589,19069.86725860112,59395.708119526214,56224.562485598304,718444.6252457212,589.0
112,520.0,234.76670529373953,3440.685204901381,3.902,3.449,208.4513844288267,5.98,5.98,495088.24894603493,586.0
113,522.0,38658.5022897832,23805.929559440152,4.02,3.295,24144.068225851737,82208.93842236501,78631.54961552775,805867.4441547921,584.0
114,524.0,4739.789504278175,10581.977903194802,3.979,3.403,13668.483332801408,26267.87591571415,33834.407995810856,457140.4026014841,582.0
115,527.0,7097.917193948925,11416.17914450966,3.939,3.675,11152.224305438776,21292.5805351609,30737.75260714302,582616.9771738956,581.0
116,528.0,1338.5340259102843,8614.757702222254,3.94,3.574,-113.58400001004338,5.98,5746.76622384295,824745.588749152,573.0
117,533.0,15451.07132597366,6089.482912013276,3.95,3.46,8245.31541553412,46612.20853893475,66451.09483133242,456381.9259212077,572.0
118,539.0,17194.53886543663,15859.410000826349,3.954,3.495,18252.373919722206,52209.80558524783,61092.737182240984,818626.093869121,564.0
119,540.0,6847.929077039124,11406.77638725147,3.948,3.616,10367.757956288506,28094.80537528755,33210.550551508524,493278.3354484827,562.0
120,542.0,319.7361008175782,33899.392602149426,3.882,3.596,-113.58400001004338,5.98,5.98,138314.61665606702,556.0
121,553.0,2751.199218112968,4943.533282559774,3.916,3.558,5029.5619941256045,3170.6500241739855,6248.186470047729,300851.84864259115,553.0
122,554.0,7943.290801013459,25136.08246396586,3.947,3.627,9132.948621125195,28310.361995853258,25584.792246933066,465885.2987179102,539.0
123,557.0,2667.9532230327404,35396.38621962004,3.932,3.699,933.8665997433536,11824.003217702764,22180.19441144289,727682.4404451222,536.0
124,573.0,3308.6125017202144,13595.613867069653,3.9,3.429,6212.584240909375,16785.88272525515,31376.858957344783,183025.93557383487,525.0
125,576.0,10398.880183825573,3596.4419298647044,4.059,3.534,7954.974891197613,35247.18402465542,41831.49412542384,867720.6428993385,511.0
126,599.0,3203.5519004036837,12076.822527037795,3.916,3.494,6121.7901442184775,9207.550398531746,10256.806229493968,202435.19093075534,502.0
127,604.0,503.2487104944048,990.430337494072,3.863,3.473,-113.58400001004338,11385.228337419161,16029.888847864404,275988.69515367807,492.0
128,615.0,4899.610906356535,28922.770413463346,3.928,3.649,6717.712086652362,24013.12886408442,22120.189833901964,610663.3683756146,491.0
129,616.0,5606.824212736812,12525.702960093946,3.938,3.585,10290.360750898473,7701.053486271136,5823.668960721835,584373.6360563213,490.0
130,625.0,1329.6158710586556,10231.362401413513,3.827,3.54,4038.050062160487,3029.196713584681,16515.10563660014,353141.09080085665,482.0
131,626.0,6408.918170018601,3846.860147179336,3.961,3.616,5736.002559839313,11307.219630015727,1484.1814384639692,300100.13484142104,480.0
132,629.0,4618.665539268731,9099.461843297699,3.895,3.475,7363.17101845553,23916.57551910053,26777.011573622694,320371.4670720867,465.0
133,645.0,11772.223228642295,5318.648866449257,3.933,3.518,13846.063259338143,51363.54030292769,54725.16440127614,920827.6121078368,462.0
134,648.0,2602.96791716199,27814.086255308546,3.932,3.6,5867.948425026767,12108.264165081579,15128.230108989734,553200.4090829686,457.0
135,653.0,511.94080543287276,10173.060749632765,3.866,3.809,-113.58400001004338,5.98,1733.0730363112252,451423.50802333397,448.0
136,658.0,3184.607312485436,1688.3645363823662,3.885,3.673,5023.025701371629,1256.4866379948635,8711.175308862481,716657.28705255,447.0
137,663.0,6724.492574143693,14274.496949325585,3.887,3.625,11606.085615770706,13910.527750361536,16701.22374332413,687054.1381603773,443.0
138,665.0,640.8917044379785,279.6475039417526,3.924,3.525,-113.58400001004338,5.98,5.98,331710.17685020546,439.0
139,668.0,14.949500225993152,10014.61832880996,3.82,3.6,-113.58400001004338,5.98,5.98,54758.870049841,436.0
140,673.0,12754.969008934886,8167.69245339554,3.92,3.504,10609.5133248491,38271.48036871941,36441.98193728665,600318.372046297,429.0
141,677.0,13.545242872306014,976.284056982865,3.792,3.72,-113.58400001004338,5.98,5.98,99047.63068495679,427.0
142,678.0,26643.792922856843,26904.018786885666,3.919,3.515,20085.945371346636,65710.4721084216,77194.0323180057,818705.7962995515,423.0
143,683.0,23486.792817073292,25186.234616891474,4.035,3.587,19316.126517310542,43054.66078662548,54779.1525272633,944114.3778023265,422.0
144,684.0,2585.291829477015,8981.517232363572,3.92,3.5,3671.5203549739035,5.98,5.98,469816.15026702423,417.0
145,692.0,1358.5153786226429,5161.225678949788,3.883,3.618,2938.1295221982573,8093.264081193364,5063.864695780798,403483.4835569076,410.0
146,698.0,3669.549882927613,4632.097207134955,3.948,3.718,8232.622511358088,3419.1858248744184,9185.248747461861,830985.8918700699,404.0
147,704.0,1551.866154292432,12364.913041223932,3.914,3.643,1431.5597884172103,5.98,5.98,386088.18500538985,393.0
148,714.0,1031.0167076138541,10767.872095409297,3.827,3.604,-113.58400001004338,5.98,4375.670008228733,93658.03320508887,389.0
149,720.0,344.6067049491795,788.0132551805714,3.885,3.572,-113.58400001004338,5.98,5.98,445088.36297588865,372.0
150,731.0,961.1199369604022,6295.910352394897,3.892,3.521,-113.58400001004338,10464.094530872057,9546.262395551845,847298.3044508253,369.0
151,735.0,338.7679616117174,8087.970233280484,3.877,3.661,-113.58400001004338,5.98,5.98,400415.46716029715,366.0
152,736.0,5981.9499133558165,17509.002895149875,3.905,3.722,7882.607699465614,34494.8934306969,43340.40202244774,875685.6342067675,365.0
153,737.0,458.3950169513479,3783.966914871598,3.855,3.616,-113.58400001004338,5.98,5.98,239561.5808809609,362.0
154,745.0,1056.8484966792078,1821.3481444720978,3.859,3.628,-113.58400001004338,15291.997762064406,12078.13142757304,573862.4080304197,361.0
155,749.0,9218.796200586388,26837.22876330849,3.885,3.597,13501.73299865844,52065.0122164426,54576.068382884274,861505.8669919755,359.0
156,753.0,851.5160697014011,26231.182205100125,3.811,3.663,946.3572303985438,4442.703934986037,7892.555980899194,359379.9221086588,356.0
157,754.0,534.3709790741455,3807.397252912748,3.86,3.678,-113.58400001004338,5.98,5.98,271251.6833842989,345.0
158,760.0,4258.787748006179,10113.826354102599,3.848,3.688,8105.438974267914,12463.769514267922,17195.958403623168,721175.2422423488,340.0
159,769.0,7204.515518549499,41120.18501574631,3.879,3.606,8497.578631265395,13933.082439713251,17406.5758965069,351419.55121427285,338.0
160,771.0,490.986138868934,14042.790786588892,3.868,3.671,-113.58400001004338,5.98,5.98,600462.2986778349,327.0
161,778.0,272.6906878937922,4619.5055301116245,3.744,3.698,-113.58400001004338,1235.1670790535873,9708.154096396152,616118.8786961946,326.0
162,785.0,4022.6219476423867,13259.352664499158,3.91,3.493,7485.971418132063,18034.61329928961,39244.91223086224,813200.8259513237,325.0
163,787.0,6138.4959181479935,11464.51007250261,3.891,3.62,11696.908990951759,24863.487133561674,28196.518729031835,719031.1478357856,314.0
164,794.0,337.0039218293982,6814.348791000031,3.831,3.825,-113.58400001004338,5.98,5.98,573205.201245382,313.0
165,800.0,5350.509024400369,5484.093390950278,3.927,3.64,9844.990300331268,4976.2372801294805,15538.003707157732,831127.6635034515,306.0
166,801.0,248.48087614785354,3035.7728670017696,3.848,3.719,-113.58400001004338,5.98,5.98,419347.4205236925,302.0
167,802.0,341.56650434754636,10993.536989747714,3.893,3.72,-113.58400001004338,5.98,5.98,300667.43426716083,293.0
168,811.0,101.90179619371737,14346.845080130424,3.734,3.622,-113.58400001004338,5.98,5.98,253583.85180453927,290.0
169,815.0,11313.210984064575,18673.859376758912,3.94,3.547,15193.256647020116,40915.34778024774,47423.19598472345,792885.7573730419,284.0
170,825.0,790.7746548830112,13492.811799162278,3.791,3.55,1032.5687283206616,5.98,866.4334162720097,113277.1185389804,280.0
171,831.0,1415.465825892416,18673.774155594056,3.843,3.628,-113.58400001004338,5.98,5.98,126318.94035128289,270.0
172,835.0,2962.863631983654,4897.647838033318,3.9,3.574,6178.326863610773,11945.558934829274,24079.50567055274,430490.41756157874,258.0
173,851.0,13074.621988052077,20903.415287872052,3.916,3.518,13869.856988240972,41029.538499879316,50763.01402544744,791946.4567440879,249.0
174,861.0,5793.470904364532,13251.67684962889,3.898,3.636,9286.698443931198,18593.95358918927,31002.479157409223,857776.0350058596,238.0
175,864.0,3020.324905153245,9968.330627618157,3.847,3.61,6158.837398262649,6087.512286836701,16132.897554615622,655729.7070220266,235.0
176,870.0,81.08999088202411,4522.319976825832,3.753,3.719,-113.58400001004338,5.98,5.98,97038.82695906547,228.0
177,872.0,8206.8971927798,15865.956127459885,3.862,3.767,15764.349485496954,25066.524558545665,37708.119666128616,907553.9163896258,222.0
178,882.0,8756.383741813883,22812.430696372707,3.877,3.614,16138.360198831733,25541.28826985619,35236.050361018075,791999.8661860849,218.0
179,890.0,2179.860085248855,5501.535130858994,3.824,3.629,3280.1213390962744,16635.57429961411,20318.53452518679,300895.0814769226,217.0
180,892.0,18221.366951273896,11311.436607008225,3.88,3.772,18205.862554689098,59285.90772865807,63511.81809612659,953087.5957895196,215.0
181,894.0,2376.844984298474,20923.015054969605,3.832,3.649,2742.7687057738776,5.98,2846.6538206277964,290503.1472466824,211.0
182,900.0,47148.23707189984,18460.78298250011,3.959,3.623,29509.331483013135,84027.5495143738,79578.81153512115,928144.4199945854,210.0
183,902.0,2604.6794632126775,3791.3346008315602,3.84,3.789,5987.409888906885,7925.093374260667,13190.676084006634,719598.9825083334,207.0
184,907.0,1179.1584341647747,2479.5410677829277,3.809,3.63,-113.58400001004338,5.98,3752.665144981711,147116.2205495137,205.0
185,910.0,1247.7626263346876,3816.3103432105045,3.83,3.594,1710.564109682006,14241.216117032043,8365.861428667096,254803.4271522963,202.0
186,913.0,248.56928781758165,1439.6215804730587,3.791,3.678,-113.58400001004338,5.98,5.98,61985.43773382624,198.0
187,916.0,2261.6296496912682,8104.806359740967,3.821,3.654,3021.9676129261597,7571.483308086859,11742.32954193296,721378.9653305251,195.0
188,919.0,10165.526247359063,9919.279888960737,3.847,3.555,13445.318435605175,38266.13616679351,46926.10772138707,669035.3222207185,192.0
189,921.0,2773.230231468732,21836.901471034023,3.841,3.73,3911.723305528094,12746.295133942414,22198.837111432058,528168.7347122213,191.0
190,925.0,2600.2326066285373,13069.354539911299,3.801,3.628,1385.2647873597903,6734.913680480523,11902.468069738366,542071.8579451686,185.0
191,927.0,1815.8036131981119,512.4198380734352,3.833,3.74,5099.459184587187,5.98,5.98,826472.9419326583,180.0
192,932.0,2272.877642202638,15824.079918974749,3.8,3.745,5239.110638069842,3469.215451693958,9599.274912898498,656435.0272750871,179.0
193,933.0,13273.576479411371,11470.208162707302,3.916,3.646,11111.805945080569,36750.81870130128,53341.96346684846,847411.0546391881,178.0
194,934.0,99.70437960019758,24203.680770338982,3.781,3.67,-113.58400001004338,5.98,5.98,279019.54758884176,175.0
195,935.0,8830.732612231206,6812.501875855464,3.884,3.639,7206.557359845571,26300.56390811981,24107.11310939608,765530.1116422344,168.0
196,940.0,6777.222689693031,1922.1958707380504,3.889,3.621,10557.299771829752,38122.7338986297,43562.72133732545,608544.6134820329,166.0
197,941.0,6174.838734384446,3441.1532044332093,3.895,3.656,8075.459860758794,22049.57709374468,40218.00007485286,797752.6628751353,164.0
198,945.0,851.1681658434663,8289.628660437751,3.823,3.678,-113.58400001004338,5.98,5.98,625550.0468758295,161.0
199,950.0,5940.984459650755,18901.551189597776,3.87,3.634,8784.188981484373,17894.949602786393,26897.018200965642,553635.0703279005,151.0
200,956.0,12585.281483014765,24837.436246057587,3.84,3.603,17575.04134349421,36578.474698582344,43799.47429776878,606231.6145524628,148.0
201,962.0,1960.8223369273476,7301.216273194333,3.816,3.773,2497.22563033814,5685.520669233708,10553.110835493906,456196.733809601,138.0
202,966.0,324.6033179428076,8567.911191555475,3.786,3.707,-113.58400001004338,5.98,5.98,98586.19517052063,136.0
203,968.0,122.60077732719313,428.5879900385547,3.79,3.717,-113.58400001004338,5.98,5.98,132329.78721105956,135.0
204,975.0,38.50815048967909,11076.188734638734,3.742,3.691,-113.58400001004338,5.98,5.98,9028.698764020355,129.0
205,977.0,1620.2815304093288,1194.4548654731668,3.811,3.719,1502.7070222828602,5.98,4573.637273867681,816395.2987052721,128.0
206,980.0,597.6672101979225,9620.818764920896,3.78,3.633,2192.469954781902,5.98,5.98,98772.12150047583,121.0
207,983.0,1628.6750937025151,6561.874871961984,3.786,3.772,-113.58400001004338,1804.280114171324,1885.8565689663938,410845.60807141574,116.0
208,989.0,2801.345755889017,25325.243759324327,3.887,3.689,4596.159041798689,1544.7487777376682,5.98,263221.7900805726,110.0
209,995.0,13937.823470429053,2719.3251103978414,3.886,3.65,12719.8377465675,27465.95295673802,31720.16860666884,771513.9658270489,100.0
210,1005.0,13866.561793024335,18316.896488546594,3.9,3.651,14477.61437712308,51567.43336599952,48659.14967382938,884251.0179611761,94.0
211,1010.0,5934.847436518528,11660.48432651741,3.878,3.671,11820.083060274112,12591.102914526382,16364.136881166163,379482.9426910957,89.0
212,1015.0,219.15707348164014,348.2023128110276,3.773,3.761,-113.58400001004338,5.98,1775.3242776087718,290347.0274708887,87.0
